"X","Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2709443,2008,5,15,4,1935,1846,2000,1852,"EV",4199,"N630AS",85,66,41,68,49,"ATL","MGM",147,4,40,0,"N",0,0,49,19,0,0
1287084,2008,3,24,1,1003,955,1153,1144,"XE",2358,"N14947",110,109,86,9,8,"BHM","IAH",562,6,18,0,"N",0,NA,NA,NA,NA,NA
6134188,2008,11,25,2,711,600,754,713,"UA",189,"N325UA",103,133,92,41,71,"BWI","ORD",622,2,9,0,"N",0,41,0,0,0,0
3229062,2008,6,17,2,1402,1345,1721,1706,"UA",448,"N381UA",139,141,116,15,17,"SMF","DEN",910,8,15,0,"N",0,15,0,0,0,0
334552,2008,1,25,5,1455,1445,1623,1624,"EV",4525,"N636AS",88,99,59,-1,10,"ATL","GNV",300,3,26,0,"N",0,NA,NA,NA,NA,NA
1639122,2008,3,19,3,54,2120,216,2259,"9E",2898,"88849E",142,159,122,197,214,"LGA","MSN",812,3,17,0,"N",0,0,0,0,0,197
3380129,2008,6,19,4,1856,1815,2017,1944,"MQ",3211,"N273AE",81,89,63,33,41,"DFW","AEX",285,6,12,0,"N",0,0,33,0,0,0
1035055,2008,2,24,7,1005,845,1119,940,"9E",2919,"89039E",134,115,75,99,80,"DTW","HSV",554,10,49,0,"N",0,80,0,19,0,0
2461176,2008,5,24,6,1034,1015,1318,1305,"WN",943,"N748SW",164,170,152,13,19,"TPA","ALB",1130,4,8,0,"N",0,NA,NA,NA,NA,NA
2234340,2008,4,7,1,1730,1611,2053,1959,"NW",1628,"N355NB",143,168,129,54,79,"IAH","DTW",1076,7,7,0,"N",0,1,0,0,0,53
6135332,2008,11,16,7,1958,1935,2202,2156,"UA",248,"N421UA",64,81,46,6,23,"ORD","DTW",235,8,10,0,"N",0,NA,NA,NA,NA,NA
993913,2008,2,15,5,1733,1710,1940,1930,"MQ",4362,"N690AE",67,80,47,10,23,"ORD","DTW",235,8,12,0,"N",0,NA,NA,NA,NA,NA
4575341,2008,8,20,3,1016,815,1227,1042,"EV",4774,"N843AS",71,87,53,105,121,"MEM","ATL",332,6,12,0,"N",0,105,0,0,0,0
488704,2008,1,28,1,1158,1145,1705,1700,"AA",614,"N449AA",187,195,163,5,13,"RNO","DFW",1345,8,16,0,"N",0,NA,NA,NA,NA,NA
6301517,2008,11,14,5,1833,1810,1929,1920,"MQ",4183,"N634MQ",56,70,42,9,23,"CID","ORD",196,8,6,0,"N",0,NA,NA,NA,NA,NA
6917512,2008,12,2,2,1247,1240,1852,1905,"AA",1174,"N4YGAA",245,265,225,-13,7,"SJC","ORD",1829,9,11,0,"N",0,NA,NA,NA,NA,NA
4426823,2008,8,14,4,1151,1122,1326,1254,"OO",5783,"N308SW",95,92,63,32,29,"SFO","CEC",304,4,28,0,"N",0,29,0,3,0,0
6808336,2008,12,29,1,1221,1141,1513,1440,"FL",404,"N296AT",112,119,92,33,40,"MKE","ATL",669,9,11,0,"N",0,0,0,0,0,33
3511671,2008,6,23,1,2203,1940,2300,2040,"AA",1758,"N615AA",57,60,38,140,143,"MIA","MCO",193,6,13,0,"N",0,90,0,0,0,50
599675,2008,1,10,4,801,745,922,854,"DL",1122,"N966DL",81,69,40,28,16,"CAE","ATL",191,15,26,0,"N",0,0,0,28,0,0
485295,2008,1,6,7,1411,1400,1908,1910,"AA",470,"N440AA",177,190,158,-2,11,"FAT","DFW",1313,8,11,0,"N",0,NA,NA,NA,NA,NA
3244928,2008,6,6,5,815,759,1026,1016,"UA",1133,"N468UA",251,257,214,10,16,"EWR","DEN",1605,5,32,0,"N",0,NA,NA,NA,NA,NA
4193622,2008,7,31,4,2102,2025,40,2354,"CO",638,"N17663",218,209,139,46,37,"EWR","MIA",1086,9,70,0,"N",0,0,0,19,0,27
695278,2008,2,20,3,1547,1500,1703,1615,"XE",2385,"N27962",76,75,53,48,47,"IAH","BRO",308,6,17,0,"N",0,0,8,1,0,39
4805448,2008,8,5,2,1354,1330,1530,1459,"CO",1872,"N17619",156,149,125,31,24,"MCO","IAH",853,17,14,0,"N",0,0,0,7,0,24
6375981,2008,11,4,2,1647,1340,2035,1720,"AA",1180,"N556AA",168,160,151,195,187,"DFW","RIC",1158,3,14,0,"N",0,187,0,8,0,0
610123,2008,2,4,1,1908,1835,1956,1930,"WN",3506,"N368SW",48,55,37,26,33,"DAL","TUL",237,3,8,0,"N",0,0,0,0,0,26
2319945,2008,4,17,4,1028,1016,1432,1445,"AS",98,"N705AS",184,209,167,-13,12,"ANC","SEA",1449,4,13,0,"N",0,NA,NA,NA,NA,NA
4184911,2008,7,6,7,1942,1900,2233,2204,"CO",88,"N37267",231,244,180,29,42,"EWR","IAH",1400,4,47,0,"N",0,29,0,0,0,0
944670,2008,2,10,7,2147,2125,2337,2325,"FL",41,"N331AT",290,300,268,12,22,"ATL","LAX",1946,7,15,0,"N",0,NA,NA,NA,NA,NA
3522684,2008,6,15,7,835,740,928,835,"AA",2413,"N432AA",53,55,31,53,55,"OKC","DFW",175,10,12,0,"N",0,53,0,0,0,0
3897571,2008,7,21,1,1825,1755,2029,1913,"US",301,"N676AW",304,258,239,76,30,"CLT","PHX",1774,7,58,0,"N",0,30,0,46,0,0
1350023,2008,3,3,1,827,801,914,855,"OO",5824,"N939SW",47,54,24,19,26,"ORD","MSN",109,6,17,0,"N",0,19,0,0,0,0
6757668,2008,12,31,3,1325,1300,1609,1553,"DL",1106,"N371DA",104,113,86,16,25,"SFO","SLC",599,7,11,0,"N",0,0,0,1,0,15
1606537,2008,3,6,4,1933,1911,2118,2105,"NW",207,"N518US",285,294,256,13,22,"DTW","SEA",1927,9,20,0,"N",0,NA,NA,NA,NA,NA
2888809,2008,5,1,4,1914,1855,2015,2000,"AA",1133,"N509AA",61,65,42,15,19,"DFW","XNA",281,3,16,0,"N",0,15,0,0,0,0
2274941,2008,4,2,3,956,945,1117,1050,"AA",701,"N526AA",201,185,173,27,11,"DFW","PSP",1126,7,21,0,"N",0,1,0,16,0,10
5046161,2008,9,24,3,1723,1710,1822,1823,"UA",327,"N925UA",59,73,41,-1,13,"ORD","STL",258,3,15,0,"N",0,NA,NA,NA,NA,NA
1577531,2008,3,12,3,1011,920,1125,1035,"MQ",3756,"N521AE",74,75,42,50,51,"XNA","DFW",281,23,9,0,"N",0,50,0,0,0,0
2893869,2008,5,5,1,2015,2000,2158,2145,"AA",1303,"N491AA",223,225,204,13,15,"DFW","OAK",1456,6,13,0,"N",0,NA,NA,NA,NA,NA
6820354,2008,12,16,2,1508,1500,NA,1630,"MQ",3383,"N942MQ",NA,90,NA,NA,8,"DFW","GPT",500,NA,22,0,"N",1,NA,NA,NA,NA,NA
1748631,2008,3,6,4,2134,2055,134,115,"CO",410,"N15710",180,200,148,19,39,"IAH","EWR",1400,7,25,0,"N",0,0,4,0,0,15
3276340,2008,6,17,2,1253,1245,1405,1404,"US",500,"N620AW",72,79,52,1,8,"SAN","PHX",304,6,14,0,"N",0,NA,NA,NA,NA,NA
6569380,2008,12,15,1,1459,1348,1754,1630,"XE",3086,"N16954",175,162,133,84,71,"JAX","EWR",821,5,37,0,"N",0,0,0,84,0,0
6986480,2008,12,11,4,1617,1430,1754,1540,"CO",1132,"N12238",97,70,44,134,107,"EWR","BOS",200,10,43,0,"N",0,24,0,27,0,83
4472104,2008,8,13,3,1223,1014,1522,1320,"UA",550,"N398UA",119,126,102,122,129,"DEN","SAT",794,3,14,0,"N",0,122,0,0,0,0
5701699,2008,10,11,6,1936,1656,2147,1918,"EV",4936,"N716EV",71,82,50,149,160,"MEM","ATL",332,8,13,0,"N",0,1,0,0,0,148
4793951,2008,8,26,2,1839,1820,2054,2043,"B6",1257,"N197JB",135,143,102,11,19,"IAD","MCO",758,8,25,0,"N",0,NA,NA,NA,NA,NA
1858878,2008,4,23,3,924,910,1351,1350,"WN",2464,"N398SW",147,160,129,1,14,"PHX","HOU",1020,2,16,0,"N",0,NA,NA,NA,NA,NA
3042738,2008,6,16,1,1435,1420,1547,1530,"WN",2292,"N325SW",72,70,60,17,15,"TUS","SAN",367,3,9,0,"N",0,0,0,2,0,15
835993,2008,2,17,7,847,837,1211,1208,"UA",894,"N550UA",144,151,125,3,10,"SFO","DEN",967,4,15,0,"N",0,NA,NA,NA,NA,NA
6785440,2008,12,16,2,2217,2135,2357,2303,"F9",419,"N904FR",160,148,141,54,42,"DEN","LAX",862,9,10,0,"N",0,37,0,13,0,4
295667,2008,1,1,2,836,825,941,930,"WN",3167,"N695SW",65,65,52,11,11,"BUF","BWI",281,4,9,0,"N",0,NA,NA,NA,NA,NA
4628303,2008,8,25,1,1715,1635,1907,1825,"MQ",3435,"N810AE",112,110,83,42,40,"DFW","PNS",604,6,23,0,"N",0,27,0,2,0,13
6214959,2008,11,23,7,2137,2131,2330,2327,"DL",1290,"N637DL",113,116,82,3,6,"ATL","DTW",594,7,24,0,"N",0,NA,NA,NA,NA,NA
5739234,2008,10,29,3,1252,1245,1355,1349,"MQ",3005,"N253MQ",63,64,40,6,7,"LAX","SBP",155,6,17,0,"N",0,NA,NA,NA,NA,NA
3204909,2008,6,25,3,1143,1125,1235,1230,"OO",4028,"N457SW",52,65,40,5,18,"SLC","HDN",251,3,9,0,"N",0,NA,NA,NA,NA,NA
4027226,2008,7,5,6,1818,1805,1859,1905,"MQ",4156,"N671AE",101,120,87,-6,13,"SYR","ORD",607,7,7,0,"N",0,NA,NA,NA,NA,NA
3808457,2008,7,18,5,1725,1645,1954,1921,"OO",6388,"N920SW",89,96,69,33,40,"SFO","BOI",522,3,17,0,"N",0,33,0,0,0,0
4970902,2008,9,18,4,1236,1229,1331,1327,"YV",7272,"N715SF",55,58,29,4,7,"IAD","ROA",177,5,21,0,"N",0,NA,NA,NA,NA,NA
4833814,2008,8,8,5,1717,1655,1759,1751,"DL",1163,"N906DA",102,116,85,8,22,"SLC","SAN",626,3,14,0,"N",0,NA,NA,NA,NA,NA
1033789,2008,2,7,4,1247,1215,1400,1329,"9E",2863,"87949E",73,74,51,31,32,"DSM","MSP",232,10,12,0,"N",0,0,0,0,0,31
1401064,2008,3,20,4,2220,1859,2328,2015,"UA",131,"N464UA",128,136,104,193,201,"ATL","ORD",606,6,18,0,"N",0,34,0,0,0,159
1862868,2008,4,24,4,1754,1730,2028,2020,"WN",889,"N439WN",154,170,134,8,24,"SEA","PHX",1107,7,13,0,"N",0,NA,NA,NA,NA,NA
1058855,2008,2,17,7,2114,2105,2249,2235,"AA",376,"N241AA",95,90,72,14,9,"DFW","MFE",468,5,18,0,"N",0,NA,NA,NA,NA,NA
1438905,2008,3,2,7,1130,935,1239,1100,"US",1440,"N713UW",69,85,51,99,115,"CLT","DCA",331,2,16,0,"N",0,99,0,0,0,0
3572136,2008,6,14,6,917,840,1036,956,"CO",1670,"N16301",79,76,52,40,37,"IAH","MFE",316,4,23,0,"N",0,2,0,3,0,35
6093133,2008,11,26,3,2111,2105,2158,2203,"OO",4476,"N440SW",47,58,31,-5,6,"SLC","IDA",188,3,13,0,"N",0,NA,NA,NA,NA,NA
624084,2008,2,8,5,1645,1630,1741,1725,"WN",42,"N367SW",56,55,41,16,15,"HOU","DAL",239,2,13,0,"N",0,12,0,1,0,3
4452887,2008,8,30,6,939,920,1026,1022,"OO",6696,"N756SK",107,122,89,4,19,"SYR","ORD",607,7,11,0,"N",0,NA,NA,NA,NA,NA
3735272,2008,7,16,3,1032,1012,1144,1132,"XE",2482,"N13936",72,80,57,12,20,"IAH","GPT",376,4,11,0,"N",0,NA,NA,NA,NA,NA
4148644,2008,7,10,4,2216,2130,115,40,"AA",2442,"N5DWAA",179,190,160,35,46,"MIA","BOS",1258,6,13,0,"N",0,32,0,0,0,3
5939258,2008,10,13,1,843,835,1051,1041,"DL",1006,"N622DL",128,126,100,10,8,"ATL","PHL",665,4,24,0,"N",0,NA,NA,NA,NA,NA
6146556,2008,11,25,2,1433,1400,1734,1722,"UA",684,"N429UA",121,142,104,12,33,"ORD","LGA",733,4,13,0,"N",0,NA,NA,NA,NA,NA
1328,2008,1,3,4,2010,1925,2237,2220,"WN",929,"N521SW",147,175,129,17,45,"PHL","TPA",920,5,13,0,"N",0,3,0,0,0,14
168882,2008,1,31,4,1305,1115,1645,1406,"OH",5333,"N371CA",160,111,98,159,110,"MDW","ATL",590,17,45,0,"N",0,110,0,49,0,0
6262367,2008,11,14,5,1810,1630,1929,1754,"FL",322,"N964AT",79,84,51,95,100,"BWI","BOS",370,13,15,0,"N",0,0,0,95,0,0
1908018,2008,4,9,3,834,825,1033,1035,"XE",2491,"N14940",119,130,89,-2,9,"EWR","CLT",529,6,24,0,"N",0,NA,NA,NA,NA,NA
2668482,2008,5,19,1,2032,2025,2315,2327,"US",856,"N953UW",103,122,86,-12,7,"ORD","PHL",678,5,12,0,"N",0,NA,NA,NA,NA,NA
2898969,2008,5,4,7,2049,2035,2159,2135,"AA",1487,"N432AA",190,180,169,24,14,"DFW","SAN",1171,3,18,0,"N",0,14,0,10,0,0
2321472,2008,4,21,1,2049,1935,2342,2220,"AS",536,"N782AS",173,165,144,82,74,"SEA","SAN",1050,3,26,0,"N",0,0,0,8,0,74
222202,2008,1,8,2,1822,1800,2134,2104,"UA",148,"N305UA",132,124,101,30,22,"ORD","PHL",678,12,19,0,"N",0,12,0,8,0,10
5782277,2008,10,14,2,1929,1905,2121,2114,"NW",309,"N532US",232,249,213,7,24,"MSP","LAX",1536,8,11,0,"N",0,NA,NA,NA,NA,NA
4270566,2008,8,14,4,701,645,947,925,"WN",3656,"N606SW",166,160,152,22,16,"BUF","TPA",1054,4,10,0,"N",0,16,0,6,0,0
1188795,2008,3,7,5,2156,1945,NA,2105,"WN",2797,"N615SW",NA,80,NA,NA,131,"BWI","CMH",336,NA,10,0,"N",1,NA,NA,NA,NA,NA
968591,2008,2,1,5,756,705,947,850,"MQ",3264,"N286AE",111,105,79,57,51,"MLU","DFW",293,15,17,0,"N",0,51,0,6,0,0
4900602,2008,9,19,5,1841,1800,2152,2145,"WN",372,"N694SW",131,165,105,7,41,"STL","PHL",813,17,9,0,"N",0,NA,NA,NA,NA,NA
3965920,2008,7,20,7,1456,1401,1544,1449,"F9",857,"N915FR",108,108,90,55,55,"DEN","PHX",602,5,13,0,"N",0,11,0,44,0,0
6004098,2008,11,22,6,1405,1355,1453,1450,"WN",173,"N600WN",48,55,36,3,10,"LAS","ONT",197,4,8,0,"N",0,NA,NA,NA,NA,NA
5318860,2008,9,12,5,2200,2140,2302,2255,"AA",2489,"N3CWAA",182,195,157,7,20,"DFW","LAX",1235,8,17,0,"N",0,NA,NA,NA,NA,NA
531549,2008,1,6,7,1313,1300,1351,1337,"AQ",217,"N837AL",38,37,22,14,13,"HNL","LIH",102,5,11,0,"N",0,NA,NA,NA,NA,NA
415642,2008,1,31,4,1533,1210,1801,1415,"MQ",4513,"N654AE",148,125,129,226,203,"SHV","ORD",733,5,14,0,"N",0,0,158,23,0,45
6963475,2008,12,18,4,1434,1425,1721,1654,"B6",662,"N296JB",167,149,145,27,9,"MCO","BUF",1011,14,8,0,"N",0,9,0,18,0,0
357161,2008,1,5,6,949,920,1246,1152,"FL",39,"N281AT",357,332,338,54,29,"ATL","SFO",2139,6,13,0,"N",0,29,0,25,0,0
1167997,2008,2,8,5,1131,1055,1812,1745,"DL",1789,"N132DN",221,230,198,27,36,"LAS","ATL",1747,8,15,0,"N",0,1,0,0,0,26
2550229,2008,5,20,2,1910,1701,2044,1835,"OH",5279,"N442CA",94,94,52,129,129,"RIC","JFK",288,19,23,0,"N",0,0,0,129,0,0
5651139,2008,10,28,2,1923,1825,2019,1945,"US",1057,"N967UW",56,80,44,34,58,"PHL","RIC",198,3,9,0,"N",0,0,0,0,0,34
6951370,2008,12,22,1,1904,1829,1948,1917,"AS",66,"N760AS",44,48,35,31,35,"YAK","JNU",199,4,5,0,"N",0,2,0,0,0,29
4784626,2008,8,9,6,757,725,1605,1558,"B6",94,"N568JB",308,333,289,7,32,"OAK","JFK",2576,5,14,0,"N",0,NA,NA,NA,NA,NA
925849,2008,2,25,1,1325,1130,1411,1220,"EV",4719,"N977EV",46,50,24,111,115,"CHA","ATL",106,10,12,0,"N",0,0,111,0,0,0
3237516,2008,6,21,6,757,749,907,905,"UA",709,"N454UA",130,136,99,2,8,"PHL","ORD",678,5,26,0,"N",0,NA,NA,NA,NA,NA
2635989,2008,5,23,5,1207,1201,1338,1328,"UA",1179,"N372UA",91,87,54,10,6,"SFO","LAX",337,15,22,0,"N",0,NA,NA,NA,NA,NA
6613054,2008,12,23,2,1800,1700,2115,1849,"OH",6555,"N798CA",195,109,131,146,60,"SYR","CVG",527,54,10,0,"N",0,0,60,86,0,0
6881832,2008,12,17,3,1637,1616,1831,1800,"9E",2385,"86889E",114,104,80,31,21,"TYS","DTW",443,11,23,0,"N",0,0,0,10,0,21
93966,2008,1,31,4,1555,1535,1715,1705,"WN",46,"N317WN",140,150,126,10,20,"TPA","HOU",781,2,12,0,"N",0,NA,NA,NA,NA,NA
3733495,2008,7,19,6,752,715,916,832,"XE",2540,"N16987",144,137,107,44,37,"EWR","BNA",748,7,30,0,"N",0,37,0,7,0,0
6590979,2008,12,17,3,2147,2100,27,2345,"YV",7248,"N521LR",100,105,78,42,47,"ORD","CLT",599,5,17,0,"N",0,42,0,0,0,0
6439060,2008,11,13,4,1156,1140,2005,1959,"CO",449,"N37253",309,319,272,6,16,"SFO","EWR",2565,15,22,0,"N",0,NA,NA,NA,NA,NA
6898440,2008,12,1,1,924,900,1704,1645,"AA",280,"N625AA",280,285,254,19,24,"LAX","MIA",2342,6,20,0,"N",0,19,0,0,0,0
2202108,2008,4,11,5,1621,1320,1810,1455,"MQ",4656,"N701MH",109,95,62,195,181,"RDU","JFK",426,26,21,0,"N",0,0,0,185,0,10
239844,2008,1,21,1,1219,1105,1804,1659,"UA",730,"N516UA",225,234,201,65,74,"SNA","ORD",1726,5,19,0,"N",0,0,0,0,0,65
5203987,2008,9,4,4,1558,1540,1710,1655,"MQ",3944,"N673AE",72,75,36,15,18,"JFK","BWI",184,6,30,0,"N",0,0,0,0,0,15
6856528,2008,12,13,6,925,917,1152,1118,"NW",335,"N541US",327,301,302,34,8,"DTW","LAX",1979,8,17,0,"N",0,8,0,26,0,0
894844,2008,2,18,1,1919,1848,2157,2112,"DL",1155,"N381DA",338,324,300,45,31,"ATL","SJC",2116,6,32,0,"N",0,31,0,14,0,0
5011247,2008,9,12,5,935,926,1010,1005,"OO",5720,"N293SW",35,39,21,5,9,"MOD","SFO",78,4,10,0,"N",0,NA,NA,NA,NA,NA
529061,2008,1,30,3,1951,1945,2121,2105,"AA",2477,"N5ECAA",210,200,186,16,6,"DFW","LAX",1235,4,20,0,"N",0,6,0,10,0,0
1220155,2008,3,16,7,1439,1410,1550,1520,"WN",2288,"N392SW",71,70,56,30,29,"PHL","PIT",267,5,10,0,"N",0,0,0,1,0,29
6501571,2008,12,14,7,1016,1010,1218,1220,"WN",724,"N781WN",182,190,161,-2,6,"MSY","DEN",1062,10,11,0,"N",0,NA,NA,NA,NA,NA
4507244,2008,8,11,1,801,750,1001,952,"US",1431,"N181UW",300,302,275,9,11,"CLT","LAX",2125,7,18,0,"N",0,NA,NA,NA,NA,NA
2557947,2008,5,1,4,2054,2037,2204,2153,"OO",6415,"N925SW",70,76,51,11,17,"SFO","PMD",316,4,15,0,"N",0,NA,NA,NA,NA,NA
4805488,2008,8,13,3,2059,1855,2323,2132,"CO",1888,"N73283",264,277,239,111,124,"IAH","SEA",1874,10,15,0,"N",0,111,0,0,0,0
6798457,2008,12,15,1,2117,2050,2301,2238,"FL",82,"N149AT",104,108,80,23,27,"ATL","FLL",581,3,21,0,"N",0,0,0,0,0,23
5680011,2008,10,28,2,1357,1346,1501,1458,"DL",1506,"N3766",124,132,108,3,11,"ATL","MKE",669,6,10,0,"N",0,NA,NA,NA,NA,NA
19104,2008,1,9,3,1319,1310,1419,1420,"WN",1857,"N447WN",120,130,107,-1,9,"BWI","BHM",682,2,11,0,"N",0,NA,NA,NA,NA,NA
4478809,2008,8,5,2,1713,1654,1924,1916,"UA",760,"N812UA",131,142,105,8,19,"DFW","ORD",802,8,18,0,"N",0,NA,NA,NA,NA,NA
3316073,2008,6,16,1,1822,1730,2010,1930,"EV",4209,"N931EV",108,120,89,40,52,"MCO","RIC",667,4,15,0,"N",0,7,33,0,0,0
4581788,2008,8,2,6,1603,1515,1913,1829,"F9",374,"N930FR",130,134,113,44,48,"DEN","MKE",895,5,12,0,"N",0,0,0,37,0,7
4693401,2008,8,31,7,2041,2030,2251,2250,"9E",2866,"88699E",70,80,53,1,11,"MSP","TVC",375,4,13,0,"N",0,NA,NA,NA,NA,NA
3074430,2008,6,26,4,837,815,1619,1600,"WN",1522,"N273WN",282,285,265,19,22,"LAS","BWI",2106,5,12,0,"N",0,19,0,0,0,0
4098752,2008,7,29,2,1912,1840,2235,2205,"AA",197,"N5FJAA",383,385,357,30,32,"BOS","SFO",2704,4,22,0,"N",0,30,0,0,0,0
995123,2008,2,29,5,927,920,1217,1225,"MQ",4412,"N820AE",110,125,94,-8,7,"ORD","HPN",738,4,12,0,"N",0,NA,NA,NA,NA,NA
3565044,2008,6,27,5,2028,1915,31,2243,"CO",318,"N14653",243,208,134,108,73,"EWR","TPA",998,4,105,0,"N",0,0,0,56,0,52
2251127,2008,4,10,4,2130,1820,2300,1930,"9E",5667,"86659E",90,70,58,210,190,"GRB","MSP",252,17,15,0,"N",0,0,190,20,0,0
4264333,2008,8,12,2,1451,1425,1554,1530,"WN",1901,"N372SW",63,65,53,24,26,"HOU","MSY",303,4,6,0,"N",0,0,0,0,0,24
6848896,2008,12,5,5,1714,1700,1830,1845,"MQ",4735,"N839MQ",76,105,57,-15,14,"RDU","LGA",431,9,10,0,"N",0,NA,NA,NA,NA,NA
5714998,2008,10,3,5,1522,1451,1647,1614,"FL",91,"N956AT",85,83,61,33,31,"RDU","ATL",356,8,16,0,"N",0,0,0,2,0,31
857258,2008,2,8,5,1515,1422,1714,1636,"US",572,"N836AW",59,74,41,38,53,"LAS","PHX",256,3,15,0,"N",0,0,0,0,0,38
748437,2008,2,1,5,1453,1355,1631,1550,"OH",5550,"N967CA",158,175,123,41,58,"JFK","BNA",766,5,30,0,"N",0,41,0,0,0,0
5641337,2008,10,20,1,1930,1820,2044,1938,"US",1514,"N192UW",74,78,59,66,70,"LAX","PHX",370,4,11,0,"N",0,0,0,0,0,66
881738,2008,2,27,3,1034,1002,1623,1613,"US",567,"N910AW",229,251,206,10,32,"PHX","MCO",1848,3,20,0,"N",0,NA,NA,NA,NA,NA
3985970,2008,7,22,2,1846,1840,2155,2044,"FL",57,"N166AT",369,304,280,71,6,"ATL","SFO",2139,5,84,0,"N",0,0,0,65,0,6
34343,2008,1,13,7,1847,1805,2025,1935,"WN",2537,"N284WN",98,90,75,50,42,"SAN","SMF",480,5,18,0,"N",0,0,0,8,0,42
4373077,2008,8,14,4,2120,2055,2255,2136,"YV",1929,"N77278",95,41,49,79,25,"HNL","LIH",102,6,40,0,"N",0,79,0,0,0,0
3653319,2008,7,17,4,1431,1425,1641,1635,"WN",2715,"N219WN",130,130,109,6,6,"PDX","LAS",762,12,9,0,"N",0,NA,NA,NA,NA,NA
6599041,2008,12,29,1,2103,1939,2203,2054,"YV",7198,"N456YV",60,75,48,69,84,"GJT","DEN",212,5,7,0,"N",0,0,69,0,0,0
6201066,2008,11,2,7,1850,1835,1957,1950,"WN",3139,"N386SW",67,75,50,7,15,"SJC","LAX",308,7,10,0,"N",0,NA,NA,NA,NA,NA
1480170,2008,3,2,7,1413,1400,1513,1500,"WN",31,"N511SW",60,60,45,13,13,"DAL","HOU",239,5,10,0,"N",0,NA,NA,NA,NA,NA
5039669,2008,9,18,4,941,920,1140,1129,"UA",73,"N214UA",299,309,284,11,21,"SFO","HNL",2398,3,12,0,"N",0,NA,NA,NA,NA,NA
5987411,2008,11,17,1,1034,940,1146,1100,"WN",570,"N506SW",72,80,60,46,54,"MCI","MDW",405,4,8,0,"N",0,46,0,0,0,0
524920,2008,1,31,4,1151,1130,1313,1250,"AA",2229,"N5BVAA",142,140,112,23,21,"DFW","HDN",769,4,26,0,"N",0,16,0,2,0,5
3061242,2008,6,22,7,2110,2045,2307,2250,"WN",2100,"N266WN",57,65,42,17,25,"MDW","DTW",229,6,9,0,"N",0,10,0,0,0,7
1943076,2008,4,9,3,1905,1850,2245,2228,"OH",5203,"N695CA",280,278,223,17,15,"JFK","AUS",1522,5,52,0,"N",0,15,0,2,0,0
2038459,2008,4,21,1,1225,1058,1515,1414,"UA",1462,"N469UA",110,136,94,61,87,"RNO","DEN",804,6,10,0,"N",0,56,0,0,0,5
6680437,2008,12,22,1,751,705,948,804,"UA",769,"N942UA",177,119,87,104,46,"ROC","ORD",528,78,12,0,"N",0,0,46,58,0,0
1140607,2008,2,12,2,1825,1805,2007,1957,"CO",295,"N57864",222,232,179,10,20,"IAH","LAX",1379,11,32,0,"N",0,NA,NA,NA,NA,NA
3364168,2008,6,22,7,1208,1144,1417,1333,"FL",88,"N896AT",129,109,95,44,24,"FLL","ATL",581,7,27,0,"N",0,24,0,20,0,0
6846692,2008,12,23,2,945,850,1121,1030,"MQ",4591,"N708MQ",96,100,75,51,55,"BOS","DCA",399,2,19,0,"N",0,27,0,0,0,24
3905684,2008,7,27,7,1757,1700,1930,1815,"US",2183,"N705UW",93,75,45,75,57,"LGA","DCA",214,33,15,0,"N",0,0,5,18,0,52
3844391,2008,7,18,5,2200,2127,2346,2322,"UA",409,"N942UA",106,115,92,24,33,"DEN","BOI",649,3,11,0,"N",0,0,0,0,0,24
6082664,2008,11,17,1,935,855,1145,1023,"OH",6407,"N805CA",190,148,151,82,40,"ATL","OMA",821,5,34,0,"N",0,40,0,42,0,0
3875932,2008,7,4,5,2103,1950,2247,2145,"US",834,"N938UW",104,115,85,62,73,"CLT","BDL",644,5,14,0,"N",0,0,0,0,0,62
163316,2008,1,22,2,645,620,817,805,"OH",5185,"N590SW",92,105,72,12,25,"ORF","BOS",468,5,15,0,"N",0,NA,NA,NA,NA,NA
4674873,2008,8,24,7,2204,2145,2251,2251,"NW",609,"N377NW",167,186,147,0,19,"MSP","GEG",1175,5,15,0,"N",0,NA,NA,NA,NA,NA
6982638,2008,12,16,2,721,715,1150,1200,"CO",282,"N37263",209,225,187,-10,6,"IAH","BOS",1597,6,16,0,"N",0,NA,NA,NA,NA,NA
1068384,2008,2,25,1,1448,1350,1732,1635,"AA",810,"N458AA",104,105,81,57,58,"ORD","DCA",612,7,16,0,"N",0,0,42,0,0,15
116867,2008,1,24,4,1635,1625,1837,1845,"XE",2424,"N19503",122,140,97,-8,10,"CVG","EWR",569,9,16,0,"N",0,NA,NA,NA,NA,NA
5876751,2008,10,7,2,1046,1040,1620,1635,"AS",26,"N307AS",214,235,190,-15,6,"SEA","ORD",1721,11,13,0,"N",0,NA,NA,NA,NA,NA
353744,2008,1,31,4,1514,1455,1629,1613,"F9",559,"N804FR",135,138,121,16,19,"DEN","SAN",853,4,10,0,"N",0,0,0,0,0,16
3226375,2008,6,17,2,1652,1640,1953,1959,"UA",376,"N306UA",121,139,91,-6,12,"ORD","PHL",678,11,19,0,"N",0,NA,NA,NA,NA,NA
